Franklin_Paxinos_Full_name,Franklin_Paxinos_abbreviation,Structural_ID,structure_Order,red,green,blue,Parent_ID,Parent_abbreviation,Allen_Full_name,Allen_abbreviation
none,none,-1,-1,-1,-1,-1,-1,none,retriculospinal tract,rst
none,none,-1,-1,-1,-1,-1,-1,none,retriculospinal tract_lateral part,rstl
none,none,-1,-1,-1,-1,-1,-1,none,retriculospinal tract_medial part,rstm
vestibulomesencephalic tract,veme,941,110400,204,204,204,1000,eps,vestibulospinal pathway,vsp
medial forebrain bundle system,mfbs,991,110500,204,204,204,1009,fiber_tracts,medial forebrain bundle system,mfbs
cerebrum related,mfbc,768,110600,204,204,204,991,mfbs,cerebrum related,mfbc
none,none,-1,-1,-1,-1,-1,-1,none,amygdalar capsule,amc
none,none,-1,-1,-1,-1,-1,-1,none,ansa peduncularis,apd
anterior commissure_posterior limb,acp,908,110900,204,204,204,768,mfbc,anterior commissure_temporal limb,act
cingulum,cg,940,111000,204,204,204,768,mfbc,cingulum bundle,cing
fornix system,fxs,1099,111100,204,204,204,768,mfbc,fornix system,fxs
alveus of the hippocampus,alv,466,111200,204,204,204,1099,fxs,alveus,alv
dorsal fornix,df,530,111300,204,204,204,1099,fxs,dorsal fornix,df
fimbria of the hippocampus,fi,603,111400,204,204,204,1099,fxs,fimbria,fi
none,none,-1,-1,-1,-1,-1,-1,none,precommissural fornix_general,fxprg
none,none,-1,-1,-1,-1,-1,-1,none,precommissural fornix diagonal band,db
postcommissural fornix,fxpo,737,111700,204,204,204,1099,fxs,postcommissural fornix,fxpo
none,none,-1,-1,-1,-1,-1,-1,none,medial corticohypothalmic tract,mct
fornix,f,436,111900,204,204,204,737,fxpo,columns of the fornix,fx
hippocampal commissures,hc,618,112000,204,204,204,1099,fxs,hippocampal commissures,hc
dorsal hippocampal commissure,dhc,443,112100,204,204,204,618,hc,dorsal hippocampal commissure,dhc
ventral hippocampal commissure,vhc,449,112200,204,204,204,618,hc,ventral hippocampal commissure,vhc
none,none,-1,-1,-1,-1,-1,-1,none,perforant path,per
none,none,-1,-1,-1,-1,-1,-1,none,angular path,ab
longitudinal association bundle,lab,37,112500,204,204,204,768,mfbc,longitudinal association bundle,lab
stria terminalis,st,301,112600,204,204,204,768,mfbc,stria terminalis,st
commissural stria terminalis,cst,2394,112610,204,204,204,301,st,none,none
hypothalamus related,mfsbshy,824,112700,204,204,204,991,mfbs,hypothalamus related,mfsbshy
medial forebrain bundle,mfb,54,112800,204,204,204,824,mfsbshy,medial forebrain bundle,mfb
none,none,-1,-1,-1,-1,-1,-1,none,ventrolateral hypothalamic tract,vlt
none,none,-1,-1,-1,-1,-1,-1,none,preoptic commissure,poc
none,none,-1,-1,-1,-1,-1,-1,none,supraoptic commissures,sup
none,none,-1,-1,-1,-1,-1,-1,none,supraoptic commissures_anterior,supa
none,none,-1,-1,-1,-1,-1,-1,none,supraoptic commissures_dorsal,supd
none,none,-1,-1,-1,-1,-1,-1,none,supraoptic commissures_ventral,supv
none,none,-1,-1,-1,-1,-1,-1,none,premammillary commissure,pmx
retromammillary decussation,rmx,341,113600,204,204,204,824,mfsbshy,supramammillary decussation,smd
none,none,-1,-1,-1,-1,-1,-1,none,propriohypothalamic pathways,php
none,none,-1,-1,-1,-1,-1,-1,none,propriohypothalamic pathways_dorsal,phpd
none,none,-1,-1,-1,-1,-1,-1,none,propriohypothalamic pathways_lateral,phpl
none,none,-1,-1,-1,-1,-1,-1,none,propriohypothalamic pathways_medial,phpm
none,none,-1,-1,-1,-1,-1,-1,none,propriohypothalamic pathways_ventral,phpv
none,none,-1,-1,-1,-1,-1,-1,none,periventricular bundle of the hypothalamus,pvbh
mammillary related,mfbsma,46,114300,204,204,204,824,mfsbshy,mammillary related,mfbsma
principal mammillary tract,pm,753,114400,204,204,204,46,mfbsma,principal mammillary tract,pm
mammilothalmic tract,mt,690,114500,204,204,204,46,mfbsma,mammilothalmic tract,mtt
mammillotegmental tract,mtg,681,114600,204,204,204,46,mfbsma,mammillotegmental tract,mtg
mammillary peduncle,mp,673,114700,204,204,204,46,mfbsma,mammillary peduncle,mp
none,none,-1,-1,-1,-1,-1,-1,none,dorsal thalamus related,mfbst
none,none,-1,-1,-1,-1,-1,-1,none,periventricular bundle of the thalamus,pvbt
epithalamus related,mfbse,1083,115000,204,204,204,824,mfsbshy,epithalamus related,mfbse
stria medullaris,sm,802,115100,204,204,204,1083,mfbse,stria medullaris,sm
fasciculus retroflexus,fr,595,115200,204,204,204,1083,mfbse,fasciculus retroflexus,fr
habenular commissure,hbc,611,115300,204,204,204,1083,mfbse,habenular commissure,hbc
none,none,-1,-1,-1,-1,-1,-1,none,pineal stalk,PIS
none,none,-1,-1,-1,-1,-1,-1,none,midbrain related,mfbsm
none,none,-1,-1,-1,-1,-1,-1,none,dorsal longitudinal fascicle,dlf
none,none,-1,-1,-1,-1,-1,-1,none,dorsal tegmental tract,dtt
ventricular systems,VS,73,115800,170,170,170,997,root,ventricular systems,VS
lateral ventricle,LV,81,115900,170,170,170,73,VS,lateral ventricle,VL
none,none,-1,-1,-1,-1,-1,-1,none,rhinocele,RC
ependymal and subendymal layer/olfacotry ventricle,E/OV,98,116100,170,170,170,81,LV,subependymal zone,SEZ
choroid plexus,chp,108,116200,170,170,170,81,LV,choroid plexus,chpl
none,none,-1,-1,-1,-1,-1,-1,none,choroid fissure,chfl
interventricular foramen,IVF,124,116400,170,170,170,73,VS,interventricular foramen,IVF
3rd Ventricle,3V,129,116500,170,170,170,73,VS,third ventricle,V3
dorsal third ventricle,D3V,2373,116510,170,170,170,129,3V,none,none
aqueduct,Aq,140,116600,170,170,170,73,VS,cerebral aqueduct,AQ
4th Ventricle,4V,145,116700,170,170,170,73,VS,fourth ventricle,V4
superior medullary velum,SMV,2219,116710,170,170,170,145,4V,none,none
lateral recess of the 4th ventricle,LR4V,153,116800,170,170,170,145,4V,lateral recess,V4r
central canal,CC,164,116900,170,170,170,73,VS,central canal_spinal cord/medulla,c
grooves,grv,1024,117000,170,170,170,997,root,grooves,grv
grooves of the cerebral cortex,grv_of_CTX,1032,117100,170,170,170,1024,grv,grooves of the cerebral cortex,grv_of_CTX
none,none,-1,-1,-1,-1,-1,-1,none,endorhinal groove,eg
hippocampal fissure,hif,1063,117300,170,170,170,1032,grv_of_CTX,hippocampal fissure,hf
rhinal fissure,rf,1071,117400,170,170,170,1032,grv_of_CTX,rhinal fissure,rf
none,none,-1,-1,-1,-1,-1,-1,none,rhinal incisure,ri
grooves of the cerebellar cortex,grv_of_CBX,1040,117600,170,170,170,1024,grv,grooves of the cerebellar cortex,grv_of_CBX
precentral fissure,pcn,1087,117700,170,170,170,1040,grv_of_CBX,precentral fissure,pce
preculminate,pcuf,1095,117800,170,170,170,1040,grv_of_CBX,preculminate fissure,pcf
primary fissure,prf,1103,117900,170,170,170,1040,grv_of_CBX,primary fissure,pri
post superior fissure,psf,1112,118000,170,170,170,1040,grv_of_CBX,posterior superior fissure,psf
prepyramidal fissure,ppf,1119,118100,170,170,170,1040,grv_of_CBX,prepyramidal fissure,ppf
secondary fissure,sf,3,118200,170,170,170,1040,grv_of_CBX,secondary fissure,sec
posterolateral fissure,plf,11,118300,170,170,170,1040,grv_of_CBX,posterolateral fissure,plf
none,none,-1,-1,-1,-1,-1,-1,none,nodular fissure,nf
none,none,-1,-1,-1,-1,-1,-1,none,simple fissure,sif
intercrural fissure,icf,34,118600,170,170,170,1040,grv_of_CBX,intercrural fissure,icf
ansoparamedian fissure,apmf,43,118700,170,170,170,1040,grv_of_CBX,ansoparamedian fissure,apf
none,none,-1,-1,-1,-1,-1,-1,none,intraparafloccular fissure,ipf
none,none,-1,-1,-1,-1,-1,-1,none,paramedian sulcus,pms
parafloccular sulcus,pfs,65,119000,170,170,170,1040,grv_of_CBX,parafloccular sulcus,pfs
Interpeduncular fossa,IPF,624,119100,170,170,170,1024,grv,Interpeduncular fossa,IPF
